idtyp,idsubj,sequencePC,period,belief,contribution,subject,idsess,group,otherscontrib,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,u,predictedcontribution,half
2,123,1,1,12,0,23,1,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1
1,124,1,1,12,15,24,1,6,8,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,5,10,2,1
3,107,1,2,6,0,7,1,6,10,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
2,111,1,2,6,10,11,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,122,1,2,6,5,22,1,6,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,6,1
1,110,1,2,13,15,10,1,6,5,0,0,2,2,3,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,13,1
1,124,1,3,10,0,24,1,6,9,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,5,10,2,1
1,118,1,3,9,20,18,1,6,2,0,0,0,0,0,5,5,5,5,5,5,10,10,10,10,10,10,5,5,5,5,20,5,1
1,114,1,3,10,6,14,1,6,7,0,3,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,20,5,6,1
1,103,1,3,8,0,3,1,6,9,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,5,9,1
2,104,1,4,6,0,4,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,113,1,4,11,10,13,1,6,4,0,0,0,1,2,3,4,5,7,8,9,9,10,11,12,14,15,15,0,0,0,10,9,1
2,112,1,4,8,0,12,1,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,120,1,4,11,12,20,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
3,107,1,5,4,0,7,1,6,9,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,1
1,114,1,5,5,6,14,1,6,7,0,3,3,3,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,20,5,5,1
1,109,1,5,10,12,9,1,6,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,10,1
2,111,1,5,8,10,11,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,111,1,6,8,10,11,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,108,1,6,6,7,8,1,6,4,0,0,0,2,4,5,5,5,5,10,12,13,15,13,12,10,10,6,6,6,6,12,5,2
3,105,1,6,6,1,5,1,6,6,0,0,0,1,2,2,2,3,3,3,3,4,4,3,3,2,2,1,1,0,0,10,2,2
1,124,1,6,3,0,24,1,6,6,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,5,10,0,2
1,103,1,7,2,0,3,1,6,4,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,5,3,2
1,116,1,7,3,2,16,1,6,3,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,1,1,2
2,123,1,7,6,4,23,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2
2,111,1,7,6,5,11,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,124,1,8,3,0,24,1,6,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,3,3,3,3,3,5,10,0,2
3,119,1,8,4,0,19,1,6,0,0,0,0,1,1,2,2,2,2,3,3,3,4,4,4,2,2,1,1,0,0,4,1,2
3,107,1,8,8,0,7,1,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,2
1,122,1,8,1,1,22,1,6,0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,1,2
2,123,1,9,7,0,23,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2
1,115,1,9,5,3,15,1,6,0,0,0,1,1,2,3,3,4,5,5,6,7,8,9,10,12,12,13,15,19,20,7,3,2
2,111,1,9,1,0,11,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,116,1,9,2,0,16,1,6,1,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,5,5,5,6,6,6,1,0,2
1,101,1,10,7,15,1,1,6,0,0,1,2,3,4,5,6,7,8,9,10,11,12,15,20,20,20,20,20,20,20,20,7,2
1,122,1,10,1,0,22,1,6,5,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,15,1,2
2,102,1,10,1,0,2,1,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,103,1,10,3,0,3,1,6,5,0,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,20,5,4,2
2,214,0,1,10,10,14,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,213,0,1,20,0,13,2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,217,0,1,20,20,17,2,1,7,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,20,1
1,201,0,1,10,10,1,2,1,10,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,9,1
1,205,0,2,8,5,5,2,1,11,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,4,1
2,208,0,2,7,7,8,2,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,216,0,2,12,10,16,2,1,9,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,10,1
1,220,0,2,10,15,20,2,1,7,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,9,1
4,217,0,3,5,0,17,2,1,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,1
1,220,0,3,10,10,20,2,1,0,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,9,1
2,208,0,3,10,0,8,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,213,0,3,7,0,13,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,223,0,4,7,10,23,2,1,4,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,6,1
2,218,0,4,4,0,18,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,210,0,4,9,10,10,2,1,4,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,4,1
1,209,0,4,8,1,9,2,1,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,8,1
1,201,0,5,13,13,1,2,1,6,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,12,1
4,217,0,5,5,1,17,2,1,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,1
1,223,0,5,5,10,23,2,1,7,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,4,1
1,220,0,5,6,8,20,2,1,8,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,5,1
1,204,0,6,4,5,4,2,1,1,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,0,2
4,222,0,6,12,3,22,2,1,2,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,1,2
3,210,0,6,9,0,10,2,1,3,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,4,2
2,207,0,6,2,0,7,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,205,0,7,6,3,5,2,1,6,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,3,2
1,212,0,7,4,4,12,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,2
4,219,0,7,5,5,19,2,1,5,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,15,2
4,202,0,7,7,9,2,2,1,4,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,18,2
1,212,0,8,4,4,12,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,2
1,205,0,8,4,2,5,2,1,1,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,1,2
2,213,0,8,7,0,13,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,214,0,8,9,0,14,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,208,0,9,6,12,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,220,0,9,4,5,20,2,1,4,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,3,2
2,203,0,9,3,0,3,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,212,0,9,3,0,12,2,1,6,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,2
1,212,0,10,4,0,12,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,2
1,206,0,10,10,5,6,2,1,1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
4,224,0,10,1,0,24,2,1,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2
4,219,0,10,4,4,19,2,1,2,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,16,2
2,211,0,1,10,0,11,2,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,203,0,1,5,3,3,2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,216,0,1,18,20,16,2,2,4,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,20,1
1,212,0,1,8,8,12,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1
4,217,0,2,10,0,17,2,2,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,10,1
2,213,0,2,7,0,13,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4,202,0,2,9,7,2,2,2,1,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,10,1
4,224,0,2,8,2,24,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1
2,207,0,3,7,0,7,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,209,0,3,11,10,9,2,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,11,1
4,202,0,3,8,8,2,2,2,3,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,14,1
2,221,0,3,9,0,21,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,208,0,4,5,10,8,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,206,0,4,10,10,6,2,2,3,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,1
2,211,0,4,5,0,11,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,201,0,4,8,0,1,2,2,7,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,8,1
2,203,0,5,5,3,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,212,0,5,8,8,12,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1
4,224,0,5,7,1,24,2,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,1
1,215,0,5,10,0,15,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,1
2,214,0,6,5,0,14,2,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,206,0,6,10,10,6,2,2,8,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
1,223,0,6,8,15,23,2,2,6,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,7,2
1,201,0,6,9,9,1,2,2,8,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,9,2
1,220,0,7,4,0,20,2,2,5,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,3,2
1,215,0,7,4,0,15,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,2
2,218,0,7,4,0,18,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,201,0,7,10,15,1,2,2,0,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,9,2
3,210,0,8,2,0,10,2,2,8,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,1,2
1,216,0,8,5,5,16,2,2,7,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,5,2
2,221,0,8,3,0,21,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,209,0,8,7,20,9,2,2,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,7,2
2,218,0,9,3,0,18,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,201,0,9,10,0,1,2,2,1,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,9,2
4,224,0,9,1,0,24,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2
1,205,0,9,7,3,5,2,2,0,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,3,2
2,213,0,10,1,0,13,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,221,0,10,8,20,21,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,204,0,10,0,0,4,2,2,7,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,0,2
1,209,0,10,0,0,9,2,2,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,0,2
1,215,0,1,6,0,15,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,1
1,206,0,1,18,20,6,2,3,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,18,1
2,218,0,1,6,0,18,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3,210,0,1,20,20,10,2,3,7,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,0,1
4,219,0,2,8,8,19,2,3,7,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,20,1
1,209,0,2,6,19,9,2,3,4,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,6,1
2,203,0,2,8,3,3,2,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,218,0,2,8,0,18,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,215,0,3,13,0,15,2,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,1
3,210,0,3,20,20,10,2,3,6,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,0,1
1,212,0,3,8,8,12,2,3,10,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1
1,204,0,3,10,11,4,2,3,9,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,10,1
2,207,0,4,7,6,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,216,0,4,7,0,16,2,3,2,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,5,1
2,221,0,4,5,0,21,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,215,0,4,13,0,15,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,1
1,206,0,5,10,10,6,2,3,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,1
2,221,0,5,2,0,21,2,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,216,0,5,1,0,16,2,3,5,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,2,1
2,208,0,5,5,5,8,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,213,0,6,7,0,13,2,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,202,0,6,6,7,2,2,3,6,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,15,2
1,220,0,6,5,8,20,2,3,6,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,4,2
4,219,0,6,8,10,19,2,3,5,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,20,2
1,209,0,7,7,5,9,2,3,10,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,0,7,2
1,206,0,7,10,10,6,2,3,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
4,222,0,7,7,1,22,2,3,12,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,12,2
4,217,0,7,10,20,17,2,3,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,10,2
2,218,0,8,4,0,18,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,215,0,8,4,0,15,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,2
4,202,0,8,5,7,2,2,3,1,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,10,2
1,204,0,8,1,2,4,2,3,2,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,0,2
2,214,0,9,2,1,14,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,207,0,9,3,2,7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,213,0,9,1,0,13,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,222,0,9,9,0,22,2,3,1,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,20,2
2,211,0,10,4,0,11,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,210,0,10,5,0,10,2,3,1,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,2,2
2,214,0,10,1,3,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,217,0,10,3,0,17,2,3,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,2
1,220,0,1,15,20,20,2,4,1,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,13,1
4,222,0,1,18,0,22,2,4,8,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,3,1
2,221,0,1,5,0,21,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,205,0,1,7,3,5,2,4,7,0,0,0,1,1,2,3,3,4,4,4,6,8,10,10,12,12,14,16,17,17,15,3,1
1,206,0,2,15,20,6,2,4,7,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,1
1,204,0,2,8,9,4,2,4,10,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,8,1
1,215,0,2,12,0,15,2,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,1
1,201,0,2,11,11,1,2,4,10,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,10,1
4,222,0,3,18,8,22,2,4,11,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,3,1
1,206,0,3,15,15,6,2,4,9,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,15,1
4,219,0,3,7,8,19,2,4,11,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,20,1
1,201,0,3,10,10,1,2,4,10,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,9,1
4,219,0,4,10,8,19,2,4,2,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,7,1
4,202,0,4,5,7,2,2,4,3,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,10,1
4,222,0,4,15,0,22,2,4,5,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,4,1
4,217,0,4,3,0,17,2,4,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,1
2,213,0,5,7,0,13,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,218,0,5,5,0,18,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,204,0,5,9,10,4,2,4,2,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,9,1
4,222,0,5,7,6,22,2,4,3,15,14,16,8,9,7,15,12,10,20,0,0,1,2,0,4,5,8,3,8,12,20,12,1
1,212,0,6,4,5,12,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,2
1,216,0,6,7,8,16,2,4,3,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,5,2
2,203,0,6,4,3,3,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,215,0,6,5,0,15,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,2
3,210,0,7,5,0,10,2,4,1,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,2,2
2,213,0,7,7,0,13,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,224,0,7,2,0,24,2,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,2,2
1,204,0,7,2,3,4,2,4,0,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,0,2
1,201,0,8,5,8,1,2,4,3,0,1,2,3,4,5,6,7,8,9,9,10,11,12,13,14,15,16,17,18,19,7,5,2
2,208,0,8,1,0,8,2,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,223,0,8,6,10,23,2,4,3,0,1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,17,18,19,20,5,5,2
4,217,0,8,5,0,17,2,4,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,20,0,0,2
2,221,0,9,4,0,21,2,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,210,0,9,5,0,10,2,4,5,0,0,1,1,2,2,3,3,3,4,4,3,2,2,0,0,0,0,0,0,0,0,2,2
4,219,0,9,5,5,19,2,4,3,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,15,2
1,206,0,9,10,10,6,2,4,2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,10,10,2
2,207,0,10,2,0,7,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,220,0,10,0,0,20,2,4,7,0,0,1,2,3,4,5,6,7,8,9,10,10,11,12,13,14,20,20,20,20,10,0,2
1,215,0,10,4,0,15,2,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,15,20,0,0,2
1,216,0,10,6,20,16,2,4,0,0,2,3,4,4,5,5,5,5,8,9,10,10,10,10,15,20,20,20,20,20,7,5,2
4,219,0,1,8,8,19,2,5,8,0,0,0,0,16,15,15,20,20,7,7,9,8,8,8,10,10,10,5,20,20,8,20,1
2,207,0,1,9,8,7,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,204,0,1,10,10,4,2,5,7,0,0,0,0,0,5,6,7,8,9,10,12,13,14,15,16,18,19,20,20,20,6,10,1
4,202,0,1,4,5,2,2,5,9,10,14,11,19,12,10,15,18,14,10,9,12,13,8,7,6,14,15,19,18,20,16,12,1
2,214,0,2,13,10,14,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,212,0,2,9,10,12,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,0,0,1
